tray_id,id,germ_day,cross,class,day_4,day_17,height_122
14_52,133_3,3,CAL.2.5.4xLON.1.10.2,F1,1.839,47.8,11.5
14_54,133_4,3,CAL.2.5.4xLON.1.10.2,F1,2.102,42.1,13.5
14_55,133_5,3,CAL.2.5.4xLON.1.10.2,F1,1.847,48.1,14
14_56,133_6,3,CAL.2.5.4xLON.1.10.2,F1,1.913,52.2,17
14_57,132_1,3,CAL.2.5.4xLON.1.10.2,F1,1.945,31.3,13
14_59,132_2,11,CAL.2.5.4xLON.1.10.2,F1,NA,5.1,10
14_60,132_3,4,CAL.2.5.4xLON.1.10.2,F1,NA,7.3,16.5
14_61,132_4,3,CAL.2.5.4xLON.1.10.2,F1,1.425,21.9,15
14_62,132_5,3,CAL.2.5.4xLON.1.10.2,F1,2.005,33,15
14_63,132_6,5,CAL.2.5.4xLON.1.10.2,F1,NA,21.1,16.5
14_64,131_1,3,CAL.2.5.4xLON.1.10.2,F1,1.565,NA,15
14_65,131_2,4,CAL.2.5.4xLON.1.10.2,F1,NA,43.3,16.5
14_66,131_3,3,CAL.2.5.4xLON.1.10.2,F1,1.597,4.5,10
14_67,131_4,6,CAL.2.5.4xLON.1.10.2,F1,NA,44.8,12.5
14_68,131_5,3,CAL.2.5.4xLON.1.10.2,F1,1.752,17.9,14
14_69,131_6,3,CAL.2.5.4xLON.1.10.2,F1,2.004,57.2,15.5
14_70,130_1,3,CAL.2.5.4xLON.1.10.2,F1,1.896,39.6,10.5
14_71,130_2,9,CAL.2.5.4xLON.1.10.2,F1,NA,11.2,13.5
14_72,130_3,5,CAL.2.5.4xLON.1.10.2,F1,NA,2.3,NA
14_73,130_4,3,CAL.2.5.4xLON.1.10.2,F1,1.758,38.9,12
14_74,130_5,5,CAL.2.5.4xLON.1.10.2,F1,NA,19.7,10.5
14_77,129_1,3,CAL.2.5.4xLON.1.10.2,F1,1.517,25.4,10.5
14_78,129_2,3,CAL.2.5.4xLON.1.10.2,F1,2.685,59.1,11.5
14_79,129_3,3,CAL.2.5.4xLON.1.10.2,F1,1.819,62.6,13
14_80,129_4,5,CAL.2.5.4xLON.1.10.2,F1,NA,30.1,NA
